Life expectancy ,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling
74.5,9,4.83,759.5380695,91,0,52.9,12,91,4.93,91,0.2,5771.565878,1.1,1.1,0.721,13.4
67.7,0,2.05,31.25834616,98,0,5.2,0,91,3.87,9,0.1,276.1338,4.3,4.0,0.681,13.1
69.5,0,6.12,1187.949491,95,0,37.6,0,95,5.31,95,0.5,12323.1275,6.3,6.7,0.745,12.3
72.8,0,9.8,1109.969508,91,0,58.9,0,92,6.55,92,0.1,11326.21947,2.2,2.3,0.815,16.0
66.1,0,7.49,466.6693698,98,0,41.6,1,97,7.32,98,0.3,2716.35256,5.6,5.4,0.618,10.5
48.5,37,1.18,4.269511381,87,143,16.6,59,88,9.31,87,19.3,32.2227274,7.1,7.0,0.387,9.7
79.3,1,2.47,1701.195787,98,2,59.2,1,91,7.49,9,0.1,18431.15696,1.1,1.1,0.855,15.3
69.5,32,0.01,447.3695001,66,669,57.8,39,7,5.92,68,0.1,6925.22446,5.3,5.1,0.659,10.3
75.3,42,4.93,998.3498049,98,6,56.4,49,98,6.4,98,0.1,7986.798439,1.8,1.7,0.719,12.2
57.3,29,0.18,24.84763562,57,264,2.3,46,6,3.85,57,2.3,436.6895539,8.4,8.4,0.376,8.1
58.1,80,0.03,25.87392536,64,1599,15.7,110,64,8.33,64,0.1,373.3611163,18.8,18.9,0.433,8.7
72.1,1,10.48,456.3404657,96,3,59.7,1,97,7.8,96,0.1,3893.68998,2.2,2.3,0.745,13.5
64.6,0,0.49,70.75572222,79,0,69.7,0,96,9.1,77,0.1,826.58554,0.2,0.2,0.0,11.7
74.2,1,5.31,3.3021542,98,68,5.8,1,97,5.86,97,0.1,35.1293,1.7,1.8,0.696,11.4
51.2,46,0.5,43.57328908,39,194,17.1,80,43,2.95,39,4.1,896.5697341,9.4,9.3,0.36,6.7
79.9,2,11.36,8285.264655,87,917,59.0,3,95,1.39,96,0.1,45699.19832,1.1,1.1,0.903,16.6
49.6,78,7.8,191.6537407,77,1190,2.4,121,81,3.39,77,2.5,3529.53482,9.1,9.0,0.488,9.0
78.6,0,12.4,3582.848308,44,0,5.6,0,83,1.12,84,0.1,24489.73553,1.7,1.9,0.837,15.5
75.6,185,5.79,9.955532032,99,26883,3.9,216,99,5.39,99,0.1,777.77594,3.8,3.2,0.713,12.7
75.5,10,8.15,187.610955,94,17,59.8,11,95,6.55,94,0.1,1276.265,1.0,0.9,0.802,16.8
74.5,3,3.03,20.83302367,99,60,2.5,4,99,3.28,99,0.1,322.992615,15.3,15.3,0.746,13.6
75.4,0,5.16,8.240355867,94,166,51.5,0,95,8.37,95,0.1,418.292176,2.8,2.8,0.703,12.9
67.8,7,0.55,39.33253687,5,4353,43.1,9,8,4.47,76,0.1,763.73858,3.1,3.1,0.651,10.6
71.4,21,0.56,157.6431445,95,2248,5.8,25,95,5.48,95,0.1,2494.353552,6.4,6.3,0.581,10.0
78.5,0,13.11,2884.020194,97,0,54.9,0,97,9.67,97,0.1,19821.44463,0.7,0.5,0.793,15.4
65.7,0,0.01,147.4549755,94,0,76.2,0,92,1.37,94,0.1,1763.815497,0.1,0.1,0.581,11.9
72.9,1,4.01,244.5352767,78,137,49.2,1,87,4.58,87,0.1,2158.299,2.0,2.1,0.692,11.2
71.9,0,11.84,253.4022338,93,3,58.1,0,94,6.63,94,0.1,16348.53121,2.3,2.4,0.819,16.3
46.0,3,5.08,372.1651473,95,0,27.8,4,88,6.8,86,49.1,2873.862141,7.3,7.5,0.495,9.7
57.8,52,0.01,46.56231672,73,290,23.2,85,74,6.86,73,1.6,825.5729915,7.9,7.7,0.43,8.2
78.0,0,12.3,913.699529,95,1,58.4,0,93,5.83,94,0.1,7863.1629,3.0,3.1,0.798,16.2
56.0,72,8.24,256.1225243,75,4458,21.5,110,75,3.3,75,2.6,4598.249988,8.8,8.6,0.508,10.3
81.6,2,9.99,5047.254058,96,41,62.9,2,96,9.52,96,0.1,32333.4661,0.6,0.5,0.858,16.3
67.9,0,1.85,206.071686,99,304,52.2,0,94,3.48,93,0.1,2259.55796,4.2,3.9,0.687,13.3
74.8,44,7.32,83.16465362,96,876,55.3,49,96,8.32,93,0.1,1226.61731,2.7,2.7,0.747,15.2
68.0,23,0.24,84.62302524,82,190,16.4,30,83,6.43,82,0.2,592.1835216,16.7,17.2,0.515,11.1
76.8,2,10.81,230.040097,97,71,59.7,2,95,6.62,99,0.1,13145.1484,2.0,2.1,0.834,15.3
74.1,1,9.85,820.8109098,93,1,56.4,1,97,9.9,95,0.1,5821.35397,2.3,2.3,0.754,13.6
89.0,3,12.2,64.73714894,42,39,58.6,3,99,1.45,98,0.1,416.58397,0.6,0.6,0.873,16.1
72.1,0,11.15,562.3601848,99,0,28.1,0,99,4.21,99,0.1,8331.261997,6.1,6.6,0.712,12.1
51.0,109,10.16,4.426792406,44,29429,13.9,173,57,7.54,59,9.4,237.9995917,6.7,6.7,0.418,11.5
79.3,0,9.95,2785.139364,93,122,6.5,1,96,9.36,96,0.1,22551.73574,0.8,0.7,0.839,15.6
72.8,9,3.99,84.17527008,36,0,43.6,11,83,3.38,87,0.3,1451.29776,1.6,1.5,0.668,12.4
72.1,0,3.94,479.9234077,97,7,28.0,0,97,4.47,97,0.1,5116.45424,7.7,7.6,0.704,13.0
53.0,72,1.43,36.29775249,73,20,15.9,112,73,4.29,73,13.2,458.8843551,8.7,8.6,0.461,8.9
68.1,10,0.32,51.9919227,96,1,37.4,12,97,5.98,96,0.2,834.5412953,3.7,3.7,0.608,11.1
72.7,0,1.75,491.4978908,98,75,16.7,0,98,5.9,98,0.1,3432.247841,14.6,14.7,0.601,11.8
64.3,3,7.84,7.896234931,82,79,32.5,4,85,8.78,82,4.7,56.971392,9.9,9.9,0.612,11.5
74.9,11,7.53,96.16653429,88,0,56.9,12,95,6.85,98,0.1,576.883829,1.1,1.0,0.78,16.3
68.6,27,0.45,63.42140024,43,7368,44.8,32,95,4.18,95,0.1,1332.382358,6.7,6.6,0.519,8.0
79.9,1,9.53,3064.301144,94,141,59.0,2,91,8.18,92,0.1,19517.84168,0.7,0.7,0.899,20.5
67.3,1100,3.1,64.96964491,73,18668,17.0,1400,79,4.39,82,0.2,1446.98541,26.9,27.6,0.59,11.3
45.3,5,2.61,71.15577609,91,1,27.9,6,88,7.12,89,34.1,915.775754,8.8,8.7,0.437,10.7
68.3,0,0.23,289.8524057,95,10,21.1,1,95,4.73,95,0.5,2458.45976,16.3,17.0,0.572,11.9
53.4,24,5.54,1.747440948,87,0,14.1,37,82,9.84,87,4.3,15.57434,8.2,8.3,0.286,5.6
74.0,32,0.2,185.6366983,75,30328,55.2,39,78,4.65,78,0.1,3735.144836,5.4,5.1,0.643,10.3
73.1,391,2.96,122.9365349,75,71879,22.6,467,87,4.82,86,0.1,1288.642924,5.3,4.7,0.61,9.9
68.5,0,2.06,52.1241634,99,136,55.9,0,98,3.84,98,0.1,3749.939813,4.1,3.8,0.695,14.0
73.0,9,1.29,94.75639211,81,801,46.0,11,85,5.12,83,0.1,1253.39143,6.6,6.4,0.599,10.3
78.2,0,0.01,2051.748615,99,0,26.2,0,99,13.73,99,0.1,7716.2415,13.6,13.7,0.693,12.7
45.5,5,1.99,5.300902041,17,1,26.4,7,9,7.13,9,33.8,63.636279,1.2,1.1,0.44,10.5
58.7,25,1.33,94.25737917,76,392,23.0,39,77,4.95,76,1.4,757.695974,7.8,7.6,0.451,9.5
49.8,549,9.66,10.35779424,27,704,19.9,879,46,3.66,4,5.3,119.743286,12.6,12.6,0.466,9.0
44.3,27,4.36,0.0,68,31,27.1,42,67,7.13,65,33.6,454.366654,9.4,9.4,0.407,9.2
71.9,5,0.01,285.6103912,88,0,49.7,6,92,5.37,89,0.1,7496.335728,2.8,2.8,0.742,11.8
74.8,55,4.99,10.22840118,97,30,52.4,66,97,4.98,97,0.1,672.92113,2.0,1.9,0.694,11.4
72.3,19,0.45,220.393699,81,3289,47.9,23,86,3.54,86,0.1,2598.9823,6.2,6.1,0.673,11.7
73.3,1,3.67,192.3226305,98,0,45.4,1,97,4.8,98,2.3,3719.97351,1.9,1.8,0.689,11.1
69.9,126,0.01,62.65945432,94,788,15.2,161,94,3.6,94,0.1,757.6717572,18.9,19.4,0.535,8.9
61.7,1,0.14,8.574029812,89,756,14.4,1,88,5.91,88,0.1,87.9387673,18.9,19.6,0.0,7.6
77.7,0,13.33,2813.985285,94,7,54.1,1,93,9.98,93,0.1,18784.9485,0.7,0.6,0.79,15.4
76.0,8,8.28,1001.796332,94,0,61.6,10,99,4.99,94,0.1,12976.63642,1.0,0.9,0.823,17.3
77.3,0,14.21,2283.891796,94,8,52.5,1,96,9.54,99,0.1,15772.7334,0.7,0.6,0.789,15.8
62.3,2,8.85,145.318282,67,1,33.5,3,68,3.41,67,7.0,8754.113376,6.5,6.4,0.66,12.5
73.5,1,4.23,224.3212014,94,2,51.2,1,96,4.56,94,0.1,3218.381655,2.0,2.1,0.72,12.3
64.0,11,0.84,12.05551997,63,1222,41.1,15,61,6.42,72,1.5,77.5773486,1.4,1.4,0.446,7.9
61.8,162,1.34,67.73374413,62,4235,15.6,243,69,6.86,61,1.7,341.39992,11.0,1.7,0.401,8.1
63.3,7,2.33,130.3784829,96,11,38.7,8,99,3.34,98,0.1,967.917468,3.5,3.5,0.0,10.2
49.8,16,1.66,58.52947463,47,679,2.7,24,47,3.73,47,5.8,494.336779,8.8,8.8,0.361,6.8
46.6,29,3.88,29.81456607,72,242,28.2,46,73,4.47,73,23.7,396.9982166,8.2,8.2,0.414,9.6
58.4,25,1.16,71.01399249,79,1461,22.5,39,8,4.46,79,1.6,793.45243,7.9,7.8,0.448,9.3
73.0,0,14.44,8.49409518,96,1,59.3,1,99,5.55,98,0.1,63.38877,2.0,2.2,0.78,15.5
65.2,0,0.54,162.2903711,86,0,74.6,0,84,12.24,86,0.1,1297.285141,0.1,0.1,0.576,11.9
66.8,196,0.01,35.48458957,5,4067,11.6,264,9,2.51,87,0.1,432.7388972,2.3,2.9,0.484,7.9
82.5,1,9.87,11734.85381,91,158,65.5,1,91,9.36,91,0.1,67792.3386,0.6,0.6,0.933,20.3
72.6,0,9.72,1121.475547,99,0,34.2,0,99,3.38,99,0.1,12189.9516,5.7,6.1,0.744,13.3
78.7,0,12.5,3979.057728,81,0,51.2,0,82,1.27,83,0.1,26351.37568,1.7,1.9,0.847,16.1
55.3,24,7.01,39.44666715,95,129,15.4,38,95,6.83,95,7.1,287.931877,6.8,7.0,0.388,8.8
65.5,2,0.01,715.2816939,7,33,35.8,3,68,3.44,7,2.8,9692.163874,6.1,6.0,0.687,12.6
63.8,31,0.97,78.79967196,73,0,18.5,43,73,4.24,73,0.4,454.963464,7.5,7.4,0.504,10.2
69.0,4,2.79,353.6690328,99,0,45.3,5,98,8.17,99,0.4,2238.4116,2.1,2.0,0.607,11.3
69.4,0,6.66,582.8027185,98,0,48.5,0,98,5.45,98,0.1,4673.63848,3.5,3.4,0.702,12.5
74.1,1,12.06,149.659879,95,14,64.5,1,95,7.93,95,0.1,7674.86559,1.9,1.9,0.781,14.4
55.6,51,6.19,83.18071241,82,504,26.6,79,8,3.96,82,4.9,1295.649726,6.0,6.0,0.486,10.0
69.3,7,5.16,182.6162515,82,0,47.2,8,66,4.28,79,2.1,2421.9662,3.6,3.5,0.666,12.5
56.7,29,0.01,55.83107625,89,1,18.8,42,89,1.96,89,6.3,332.922339,6.5,6.4,0.459,10.7
72.8,0,12.66,1758.822757,95,7,6.5,0,92,6.86,92,0.1,14357.73679,2.7,2.8,0.826,16.7
51.8,46,0.62,57.8242709,4,120,17.9,79,51,3.0,4,3.6,973.472574,9.0,8.9,0.381,7.3
71.5,0,4.38,70.15536981,92,0,25.8,0,93,3.87,92,0.1,3792.182152,8.0,8.0,0.673,12.2
61.1,9,0.01,45.04892458,76,0,26.1,11,75,9.25,76,1.1,454.1222236,6.8,6.7,0.419,9.8
84.0,0,12.1,7423.228774,86,52,55.2,0,86,11.17,86,0.1,46657.629,1.7,1.9,0.872,15.4
74.0,3,0.47,431.5452472,96,153,34.4,4,97,3.97,97,0.1,7326.744435,8.3,8.2,0.756,12.6
63.0,29,2.41,20.62306285,79,35,22.3,42,74,4.99,79,4.8,185.793359,6.4,6.2,0.565,12.5
75.6,1,3.79,5.457289334,93,0,52.7,1,86,5.91,93,0.6,56.144952,1.8,1.7,0.727,12.8
71.0,22,0.58,127.7632005,95,1217,49.9,25,97,5.23,97,0.1,2191.478567,6.4,6.3,0.575,10.0
53.8,55,8.69,709.3170967,79,615,43.6,84,75,7.77,79,29.5,5414.634326,11.6,13.9,0.609,12.9
78.8,0,11.47,1700.841534,93,0,55.8,0,97,6.28,97,0.1,27169.99256,0.9,1.0,0.829,13.4
79.4,0,12.4,5992.588029,86,9,52.7,0,86,1.53,86,0.1,38242.4252,1.7,1.9,0.848,14.9
62.0,1,0.49,171.7686449,88,143,31.3,2,89,8.5,89,3.3,1214.77118,5.7,5.6,0.427,5.0
73.0,1,3.81,97.74087744,91,1783,48.4,1,93,5.5,91,0.1,1191.96192,2.0,2.1,0.668,10.9
66.9,2,0.1,38.58376645,72,50,15.5,3,72,0.92,72,0.1,849.8626972,11.5,11.5,0.599,12.4
66.0,8,0.01,55.12187071,42,127,24.2,12,71,4.21,71,1.3,697.7451989,9.8,9.6,0.461,7.2
46.4,2,5.51,299.3671252,9,59,31.6,4,96,4.65,96,31.9,4163.6596,1.9,1.8,0.567,11.8
72.0,0,1.79,45.85105771,85,0,67.8,0,91,5.9,9,0.1,229.714718,0.1,0.1,0.683,13.7
65.0,16,2.08,57.73516711,82,394,14.8,20,82,3.75,82,0.9,631.675789,11.3,11.5,0.495,10.3
56.5,2,0.01,720.2333929,95,0,3.7,3,92,8.76,95,12.2,3851.51547,4.8,4.9,0.534,11.3
81.9,1,9.78,578.7417172,97,302,63.5,2,97,9.56,97,0.1,3736.228,0.6,0.5,0.86,16.4
69.9,0,0.88,337.2942846,61,3,44.9,0,67,3.87,68,0.1,1886.433359,1.6,1.5,0.0,10.6
75.0,1,1.57,835.0626827,81,9,64.0,1,75,7.12,81,0.1,8734.9653,4.7,4.7,0.758,13.2
71.7,4,0.49,227.296617,93,32,54.0,4,94,9.65,91,0.1,1657.889256,4.0,4.0,0.7,12.6
80.0,2,9.25,2883.334911,95,9385,56.4,3,96,8.23,93,0.1,22196.5736,0.5,0.5,0.836,15.2
59.8,2,0.27,7.212110766,77,0,18.8,2,73,3.96,76,0.1,616.4197236,7.5,7.5,0.0,9.5
74.1,51,7.58,1084.999766,98,43,52.8,57,98,8.9,99,0.1,13167.47289,2.9,2.8,0.724,14.0
62.0,42,7.38,922.0507313,8,66,5.3,52,77,8.8,77,3.7,6479.625659,4.9,5.9,0.66,13.0
56.9,44,4.55,81.14304705,92,54118,16.1,77,91,7.41,92,1.1,552.7455521,9.3,8.8,0.356,5.9
56.4,48,0.01,63.07890158,89,760,27.8,73,88,4.29,89,4.0,1365.34419,5.8,5.8,0.501,10.4
73.9,2,3.63,334.8174246,98,0,51.7,3,99,8.4,98,0.1,1792.3845,1.8,1.7,0.625,11.5
65.9,11,0.38,2.093721752,81,4,33.0,13,82,5.7,86,0.3,39.281834,3.9,3.9,0.563,10.5
68.4,6,0.73,81.28883085,49,1238,44.7,7,79,7.86,75,0.1,1578.4239,2.9,3.0,0.675,11.2
72.7,0,0.01,177.2633961,99,0,34.8,0,98,4.8,98,0.1,12845.17363,5.7,6.1,0.755,13.5
64.4,1500,1.27,3.5096369,8,36711,13.5,2000,65,4.28,65,0.3,77.819,27.2,28.1,0.526,9.4
73.9,1,10.99,851.450672,95,1,63.9,1,95,7.11,95,0.1,7378.25539,1.9,1.9,0.778,14.3
67.9,58,4.85,198.2563794,77,6368,22.6,74,78,4.37,79,0.1,2129.499242,1.0,9.7,0.662,11.4
75.3,8,0.01,973.728675,88,0,54.9,10,78,5.47,88,0.1,6491.5245,1.1,1.1,0.735,13.4
73.5,1,3.99,44.57219966,85,1,49.7,1,9,4.31,88,0.1,3138.8873,2.0,2.1,0.707,11.7
81.1,0,11.82,90.58501176,95,0,56.6,0,95,11.14,95,0.1,554.71532,1.8,2.0,0.887,15.7
51.2,78,1.2,58.59644487,75,183,18.9,113,73,6.51,78,16.3,385.7567141,3.8,3.7,0.353,7.9
75.3,21,0.53,544.4507432,95,25,57.2,24,95,7.12,95,0.1,5471.866766,5.9,5.8,0.737,14.4
65.0,0,0.76,18.19457876,88,0,72.8,0,86,1.93,86,0.1,1151.555618,0.2,0.1,0.576,12.1
52.0,29,6.66,33.30286123,96,1064,14.5,46,96,6.34,96,8.1,212.6619491,7.0,7.3,0.359,7.6
82.0,1,9.35,4255.781693,96,1204,64.8,2,97,9.39,97,0.1,28562.29324,0.6,0.5,0.871,17.2
71.4,7,6.43,4.67359227,63,0,45.1,8,74,5.79,82,2.4,38.46578,3.7,3.6,0.66,12.3
69.7,7,5.71,289.7418649,87,0,48.2,8,86,4.26,87,2.0,3681.5993,3.5,3.4,0.668,12.6
65.0,8,7.08,76.19868936,99,109,46.8,9,99,3.73,99,0.1,5291.57565,2.4,2.5,0.747,14.3
81.0,1,2.23,1895.342792,99,116,6.1,1,95,7.35,95,0.1,19888.172,1.1,1.1,0.863,15.9
45.4,28,4.57,34.26216876,68,212,27.9,45,71,5.12,7,26.8,414.796232,8.6,8.6,0.408,9.5
69.6,14,10.99,178.8225911,97,2123,58.7,16,98,6.88,97,0.3,15154.45687,2.3,2.4,0.792,14.3
65.0,62,0.01,71.27962362,65,1154,19.1,83,6,8.16,65,0.1,584.25921,17.2,17.3,0.479,10.1
71.4,0,6.32,1132.432517,85,0,57.7,0,85,5.69,85,0.4,9564.46383,3.5,3.5,0.722,12.7
64.6,369,0.03,5.447133608,65,1129,2.6,460,7,3.26,62,0.1,139.31288,2.7,21.1,0.513,7.3
72.6,1,2.86,53.19373012,69,69,47.4,1,97,5.94,94,0.1,694.435119,2.1,2.1,0.644,11.1
81.7,1,10.62,7172.275229,94,104,63.4,1,92,9.5,92,0.1,42742.99898,0.7,0.6,0.925,19.1
66.9,1,4.61,134.1678932,97,8,45.9,2,96,5.29,95,0.1,1717.898761,2.2,2.3,0.686,13.8
82.0,1,10.3,10986.26527,92,190,64.4,1,92,9.2,92,0.1,62245.129,0.6,0.6,0.927,19.8
74.6,7,3.76,197.9303077,93,1,49.3,9,94,5.66,96,0.1,4274.95265,1.3,1.2,0.698,13.0
65.2,52,0.28,11.05247903,91,329,19.1,69,9,2.5,9,0.6,741.777116,13.1,13.4,0.504,8.5
68.7,124,0.09,22.8478308,85,8419,25.6,148,86,2.93,85,0.3,362.663981,1.5,1.3,0.677,12.9
76.5,0,5.77,339.7190493,95,0,62.3,0,95,8.74,95,0.1,1592.6819,1.5,1.5,0.784,15.5
71.9,3,6.2,20.60083027,9,0,42.0,4,92,5.78,92,0.2,148.527976,2.3,2.2,0.639,12.1
73.6,6,5.92,1088.244952,89,0,57.9,7,9,4.38,91,0.3,6268.692122,3.3,3.2,0.712,13.2
65.3,8,7.44,499.730412,94,13,47.3,9,94,3.19,93,0.1,6771.414797,2.4,2.5,0.754,14.7
71.6,0,9.87,373.2605532,98,19,56.9,0,92,6.46,94,0.1,3297.35471,3.4,3.4,0.745,14.0
65.3,1,7.93,16.47949015,9,0,37.8,1,91,5.97,9,2.1,986.7958173,5.8,5.6,0.611,11.1
72.0,0,13.4,1581.511914,96,0,59.0,0,95,6.22,95,0.1,12297.91535,2.9,3.0,0.812,16.4
75.6,35,5.21,1033.039737,93,0,6.1,40,95,6.39,95,0.1,8959.581416,1.6,1.6,0.739,12.5
66.4,40,0.01,45.33788677,88,122,22.9,52,88,2.28,88,0.3,1262.893782,12.9,13.1,0.547,9.1
65.6,20,0.28,10.20659464,91,46,22.7,29,83,4.31,91,0.4,136.4518,1.0,9.9,0.463,8.3
79.3,0,12.03,337.1023516,96,3,57.3,0,96,1.42,96,0.1,2363.97161,0.7,0.5,0.809,16.0
77.6,1,4.34,94.17819458,89,0,45.4,1,8,7.12,88,0.1,388.363689,2.4,2.3,0.702,11.6
46.4,3,5.52,131.0421269,88,37,26.7,4,87,5.16,85,49.9,1324.996228,8.6,8.8,0.502,9.2
64.9,20,0.32,1.431051664,92,18,22.2,31,89,4.42,92,0.4,18.25321,1.2,1.1,0.455,7.9
66.0,20,0.26,11.8385319,92,17,23.2,28,89,4.51,92,0.3,148.912351,9.9,9.7,0.474,8.7
78.8,0,12.2,504.4308735,83,90,51.7,0,84,1.48,84,0.1,3212.9355,1.7,1.9,0.837,14.7
71.7,10,1.88,657.5282797,73,0,49.9,13,65,6.2,73,0.4,3687.763767,1.2,1.2,0.614,10.7
65.7,369,0.04,59.65900139,72,8046,23.2,456,72,2.76,72,0.1,1261.28967,19.8,2.2,0.529,7.6
68.1,1,0.01,241.1958645,98,0,5.4,1,98,4.21,98,0.1,4385.379355,2.2,2.3,0.72,14.7
66.5,182,0.06,33.95837125,62,3825,16.0,229,77,2.23,76,0.1,747.9817455,11.0,11.1,0.604,10.6
63.0,3,7.58,719.5535161,83,3138,31.8,4,83,7.89,83,6.2,5191.58381,1.4,1.4,0.604,11.4
74.7,1,1.62,8.140373615,81,22,63.0,1,75,7.42,81,0.1,84.268878,4.7,4.7,0.746,13.2
67.4,0,0.9,25.31155956,83,0,42.1,0,9,7.83,89,0.1,88.874858,1.3,1.3,0.465,8.3
63.5,66,0.44,4.15451614,39,1329,15.7,90,92,1.97,82,0.5,219.8156688,13.3,13.6,0.455,7.8
74.1,11,7.62,57.58467352,73,0,55.7,13,95,8.22,96,0.1,333.4376,1.2,1.0,0.77,16.4
52.6,24,5.72,11.22655347,83,2,13.8,38,76,7.1,83,4.8,127.4296648,8.4,8.4,0.279,5.2
59.7,9,3.64,41.91052416,47,2200,24.5,13,71,11.87,7,1.8,327.42597,7.4,7.2,0.403,9.6
62.9,56,0.01,170.9626624,92,354,21.3,79,93,5.72,92,2.9,1335.6458,7.8,7.7,0.546,11.1
63.0,49,0.01,29.75517982,71,272,18.1,90,71,6.11,71,0.7,391.515524,1.3,1.1,0.331,5.1
73.4,61,7.21,526.3780636,96,0,5.3,68,99,8.24,99,0.1,8787.61375,3.0,3.0,0.704,13.3
57.5,2,6.56,476.8625872,94,0,34.2,3,96,5.55,96,12.7,5623.379566,8.8,8.6,0.646,12.1
67.2,1,12.23,145.4233629,99,14,55.3,1,99,6.47,99,0.1,1479.383142,2.5,2.7,0.687,13.6
71.6,35,1.42,459.1113061,68,5844,55.9,43,69,5.34,68,0.1,4718.51291,5.1,5.0,0.668,11.9
72.8,16,4.26,42.17956418,89,0,49.8,19,89,5.37,89,0.1,274.249442,2.4,2.2,0.658,11.3
47.1,28,3.97,49.8371267,84,31,21.2,42,81,13.13,84,1.7,394.5932439,8.5,8.4,0.375,8.5
68.4,6,0.62,8.59680496,5,827,44.2,8,78,7.92,77,0.1,145.2163,3.0,3.0,0.668,11.0
76.6,1,11.89,167.3280168,58,45,5.1,1,96,9.14,96,0.1,1152.39681,0.8,0.6,0.777,15.5
78.0,0,13.45,276.0999798,94,5,53.3,1,95,9.84,95,0.1,1845.5881,0.7,0.6,0.792,15.9
73.7,1,10.67,875.1495189,96,157,63.3,1,95,6.88,95,0.1,7813.83499,2.0,2.0,0.775,14.2
76.6,0,6.67,1871.736563,95,0,6.7,1,95,8.78,95,0.1,9415.17386,1.5,1.5,0.774,15.5
73.6,1,8.58,541.8243468,93,2,54.5,1,97,8.99,92,0.1,4129.758741,2.5,2.5,0.739,13.4
53.8,70,1.18,39.75216936,74,60,2.1,101,74,5.43,74,11.3,463.852618,3.7,3.6,0.382,9.2
57.3,84,0.03,17.17151751,64,1990,14.7,116,58,7.43,58,0.1,272.56377,19.2,19.3,0.405,8.1
71.2,7,6.13,340.0239945,66,113,44.1,9,71,5.59,72,2.5,2862.154836,3.8,3.6,0.656,12.3
59.6,20,6.78,7.409771603,97,26,16.5,30,98,8.49,97,5.0,44.853339,6.8,6.7,0.424,10.1
69.5,25,0.46,66.72933871,92,6000,46.5,29,94,5.31,94,0.1,1413.757176,6.6,6.5,0.54,8.8
81.8,1,2.78,3830.184587,97,211,63.8,1,94,7.73,94,0.1,32569.59683,1.2,1.1,0.889,15.9
72.2,1,10.39,508.6304588,96,1,6.3,1,96,6.67,95,0.1,4513.13628,2.2,2.2,0.75,13.5
78.3,0,12.91,910.5062778,95,0,55.2,0,99,8.27,99,0.1,5293.64115,1.0,0.9,0.86,13.5
57.6,42,1.6,3.336437969,8,12289,2.7,63,8,3.7,78,3.5,39.484473,8.8,8.8,0.484,7.6
59.6,2,0.26,45.09010835,28,0,18.4,2,8,3.65,8,0.1,544.566526,7.6,7.6,0.0,9.2
67.1,0,0.01,200.6600988,97,0,29.3,0,97,9.76,97,0.2,1619.532678,5.7,5.5,0.559,11.0
75.4,1,9.09,8.617208431,92,37,59.4,1,93,1.37,93,0.1,62.173221,2.1,2.1,0.771,14.3
73.9,1,7.17,151.762567,89,56,5.5,1,9,8.99,92,0.1,3174.9491,2.6,2.8,0.735,13.1
45.1,40,1.11,58.13583343,89,1116,15.5,65,94,7.82,89,23.4,274.2256294,7.5,7.4,0.366,10.0
72.7,4,0.53,210.2417002,95,2198,27.0,5,95,3.4,96,0.1,3915.11546,9.7,9.4,0.725,11.9
59.2,29,2.59,196.9152496,78,896,21.7,43,7,4.91,78,5.6,1734.93612,6.5,6.3,0.554,12.3
63.2,2,2.87,61.84921903,95,10677,39.1,3,95,5.45,95,0.1,524.145924,2.5,2.6,0.588,9.4
74.2,8,3.54,18.09317114,92,0,47.2,9,89,5.87,92,0.3,321.942547,1.4,1.3,0.688,12.8
82.0,2,7.49,4793.904924,96,376,62.1,2,96,9.28,97,0.1,34814.12436,0.5,0.6,0.877,16.6
44.6,28,4.14,8.7174087,65,420,27.5,43,69,6.44,68,30.3,444.76575,9.0,9.0,0.406,9.3
74.7,3,1.37,53.08451654,99,2,54.7,3,99,5.63,99,0.1,431.9326,6.3,6.3,0.701,14.3
67.7,1,11.17,23.83578594,56,21,55.8,1,53,6.59,5,0.1,1819.525644,2.5,2.6,0.695,13.9
82.0,0,7.38,335.5180568,86,1,67.1,0,73,8.33,73,0.1,2675.58259,0.8,0.7,0.815,14.4
72.8,0,15.52,153.5045263,95,2,55.5,0,96,5.2,96,0.1,1338.31322,2.1,2.2,0.812,15.9
73.1,3,0.48,264.2496129,95,632,28.8,4,96,3.95,96,0.1,4463.675893,9.3,9.1,0.724,12.1
67.3,66,4.45,13.39905105,48,3025,19.6,86,85,3.23,88,0.1,179.3715,1.0,9.7,0.636,11.6
75.2,1,3.58,33.17529686,92,1,51.2,1,93,5.21,92,0.6,513.549487,1.8,1.7,0.722,12.8
74.2,3,1.37,379.5139945,97,15,52.2,4,98,5.57,98,0.1,3194.562243,6.4,6.3,0.683,13.9
71.2,0,10.2,42.87208671,95,7,57.2,0,97,6.26,95,0.1,353.147337,3.3,3.3,0.757,14.7
89.0,2,8.98,4270.914882,96,599,57.6,3,97,8.49,94,0.1,31174.56118,0.5,0.5,0.846,15.6
79.0,3,13.89,3451.185079,28,0,55.2,4,98,9.89,97,0.1,22527.31775,0.7,0.6,0.849,15.6
68.3,0,4.79,219.0239836,76,0,4.8,0,91,3.98,91,0.3,3364.423711,3.8,3.7,0.668,11.7
75.4,1,6.67,14.47305874,94,0,59.5,1,94,8.23,94,0.1,79.69746,1.6,1.5,0.76,15.3
65.9,31,0.14,146.7606488,56,230,53.8,38,74,3.69,57,0.1,3129.224922,5.4,5.1,0.636,10.2
